City,Fuel Type,Kms Driven,Transmission,Owner Number,Brand,Price,Seats,Mileage,Engine,Max Power,Torque,Car Age
Bangalore,Petrol,120000,Manual,3,Maruti,400000,5,23,998,67,90,10
Bangalore,Petrol,32706,Manual,2,Ford,811000,5,17,1497,121,150,7
Bangalore,Petrol,11949,Manual,1,Tata,585000,5,23,1199,84,114,7
Bangalore,Petrol,17794,Manual,1,Hyundai,462000,5,19,1197,81,113,11
Bangalore,Diesel,60000,Manual,1,Maruti,790000,5,23,1248,88,200,10
Bangalore,Diesel,20000,Manual,1,Jeep,1775000,5,17,1949,170,350,5
Bangalore,Petrol,37772,Manual,1,Datsun,345000,5,20,1198,67,104,8
Bangalore,Petrol,30000,Automatic,1,Hyundai,1200000,5,18,998,118,171,4
Bangalore,Petrol,37000,Automatic,1,Maruti,960000,5,20,1462,103,138,7
Bangalore,Petrol,11949,Manual,1,Tata,585000,5,23,1199,84,114,8
Bangalore,Petrol,50000,Manual,1,Maruti,690000,5,21,1197,83,115,7
Bangalore,Petrol,24887,Automatic,1,Hyundai,682000,5,18,1197,81,113,6
Bangalore,Petrol,23000,Automatic,1,Honda,825000,5,18,1199,88,110,7
Bangalore,Petrol,48928,Automatic,1,Tata,595000,5,23,1199,83,114,7
Bangalore,Diesel,108862,Manual,3,Mahindra,690000,7,15,1949,140,330,11
Bangalore,Diesel,80000,Manual,1,Jeep,1350000,5,17,1949,170,350,7
Bangalore,Diesel,16000,Automatic,1,Mercedes-Benz,1775000,5,19,1949,178,372,3
Bangalore,Diesel,65376,Manual,2,Hyundai,521000,5,21,1396,88,219,11
Bangalore,Petrol,10000,Manual,1,Tata,1005000,5,17,1199,118,170,3
Bangalore,Petrol,67000,Manual,2,Honda,775000,5,17,1497,117,145,9
Bangalore,Diesel,100000,Automatic,3,BMW,1775000,5,18,1949,177,35,14
Bangalore,Petrol,18083,Manual,1,Maruti,582000,5,22,1197,88,113,9
Bangalore,Petrol,30000,Manual,1,Renault,1090000,5,16,1498,104,142,5
Bangalore,Petrol,57634,Manual,2,Tata,457000,5,23,1199,84,114,9
Bangalore,Petrol,50000,Automatic,2,Mercedes-Benz,1775000,5,11,1949,178,372,9
Bangalore,Petrol,110000,Manual,1,Honda,550000,5,17,1497,117,145,10
Bangalore,Petrol,23447,Automatic,1,Hyundai,570000,5,20,1086,68,99,7
Bangalore,Lpg,30000,Manual,2,Hyundai,220000,5,13,1086,62,96,16
Bangalore,Petrol,33000,Automatic,1,Mercedes-Benz,1775000,5,15,1949,178,300,8
Bangalore,Diesel,87667,Manual,2,Mahindra,861000,7,15,1949,140,330,11
Bangalore,Diesel,40000,Automatic,2,Audi,1775000,5,17,1949,174,372,9
Bangalore,Diesel,79012,Manual,2,Mahindra,802999,7,15,1949,140,330,11
Bangalore,Diesel,31344,Manual,1,Jeep,1775000,5,17,1949,167,350,4
Bangalore,Petrol,50000,Manual,1,Hyundai,674000,5,20,1197,81,113,7
Bangalore,Petrol,12434,Manual,1,Maruti,349000,5,20,998,67,90,10
Bangalore,Petrol,60000,Manual,2,Maruti,1050000,7,19,1462,103,138,6
Bangalore,Diesel,12000,Automatic,1,Mercedes-Benz,1775000,5,12,1949,178,372,6
Bangalore,Petrol,40987,Manual,2,Maruti,405999,5,20,998,67,90,10
Bangalore,Petrol,18157,Automatic,1,BMW,1775000,5,15,1949,178,350,5
Bangalore,Diesel,120000,Manual,3,Toyota,1100000,7,11,1949,171,343,14
Bangalore,Diesel,40000,Automatic,2,Renault,1100000,5,19,1461,108,245,5
Bangalore,Petrol,89667,Manual,1,Hyundai,594000,5,18,1197,81,114,9
Bangalore,Diesel,120000,Manual,1,Hyundai,710000,5,22,1396,88,219,8
Bangalore,Petrol,56997,Manual,1,Maruti,692000,5,21,1197,83,115,8
Bangalore,Petrol,120000,Manual,1,Hyundai,650000,5,16,1797,147,177,12
Bangalore,Diesel,59000,Automatic,1,Audi,1775000,5,18,1949,178,372,10
Bangalore,Petrol,18835,Manual,1,Maruti,411000,5,22,796,47,69,4
Bangalore,Diesel,120000,Manual,2,Mahindra,650000,7,12,1949,120,290,15
Bangalore,Petrol,40000,Automatic,1,Mini,1775000,4,17,1949,178,280,9
Bangalore,Petrol,60932,Manual,1,Tata,610000,5,23,1199,83,114,6
Bangalore,Petrol,33539,Automatic,2,Kia,1675000,5,16,1353,138,242,5
Bangalore,Petrol,66837,Manual,2,Tata,530000,5,23,1199,84,114,7
Bangalore,Diesel,400,Automatic,1,Mercedes-Benz,1775000,5,19,1949,178,372,3
Bangalore,Petrol,60000,Manual,2,Maruti,250000,5,19,796,46,62,17
Bangalore,Petrol,44285,Manual,1,Hyundai,715000,5,18,1197,81,117,6
Bangalore,Diesel,100000,Automatic,2,Mercedes-Benz,1775000,7,11,1949,178,372,11
Bangalore,Diesel,25000,Automatic,1,Tata,1775000,6,14,1949,167,350,4
Bangalore,Petrol,36735,Manual,1,Hyundai,625000,5,18,1197,81,113,7
Bangalore,Diesel,79000,Automatic,1,Audi,1775000,7,12,1949,178,372,10
Bangalore,Diesel,120000,Manual,2,Mahindra,650000,8,12,1949,120,290,15
Bangalore,Petrol,10000,Automatic,1,Renault,550000,5,22,999,67,91,3
Bangalore,Diesel,53645,Manual,1,Tata,825000,5,21,1497,108,260,7
Bangalore,Petrol,100000,Manual,2,Hyundai,220000,5,15,1341,83,115,19
Bangalore,Petrol,53982,Automatic,1,Maruti,428000,5,26,998,65,89,11
Bangalore,Diesel,110000,Manual,1,Skoda,695000,5,21,1498,103,250,11
Bangalore,Petrol,37741,Manual,2,Ford,930000,5,15,1496,120,149,6
Bangalore,Petrol,17367,Manual,1,Maruti,455000,5,22,796,47,69,4
Bangalore,Diesel,94000,Manual,1,Hyundai,1195000,5,19,1582,126,259,8
Bangalore,Diesel,33700,Automatic,1,Tata,1775000,5,14,1949,167,350,4
Bangalore,Petrol,54601,Manual,3,Maruti,442000,5,22,1197,88,113,11
Bangalore,Diesel,110000,Manual,1,Maruti,690000,5,27,1248,74,190,7
Bangalore,Petrol,64000,Manual,2,Maruti,500000,5,23,998,67,90,8
Bangalore,Diesel,40525,Automatic,1,BMW,1775000,5,21,1949,178,372,9
Bangalore,Diesel,100000,Manual,1,Maruti,650000,5,26,1248,88,200,10
Bangalore,Petrol,44154,Automatic,2,Honda,537000,5,19,1199,88,110,9
Bangalore,Diesel,70000,Manual,1,Renault,750000,7,19,1461,108,245,9
Bangalore,Petrol,79000,Automatic,1,Skoda,1775000,5,15,1798,178,250,7
Bangalore,Petrol,68039,Manual,2,Tata,468000,5,23,1199,84,114,8
Bangalore,Petrol,60000,Manual,2,Maruti,420000,5,18,1197,85,114,11
Bangalore,Petrol,10000,Manual,1,Hyundai,919999,5,20,998,118,171,4
Bangalore,Petrol,49873,Manual,1,Honda,533000,5,16,1497,116,146,12
Bangalore,Petrol,90000,Automatic,3,Volkswagen,850000,5,17,1197,103,175,12
Bangalore,Diesel,48960,Manual,2,Skoda,751000,5,21,1498,108,250,8
Bangalore,Diesel,70000,Manual,2,Hyundai,388000,5,24,1120,70,160,11
Bangalore,Petrol,68000,Manual,2,Hyundai,490000,5,18,1197,82,113,12
Bangalore,Diesel,23017,Manual,1,Mahindra,494000,6,25,1198,77,190,9
Bangalore,Diesel,83000,Manual,2,Hyundai,525000,5,21,1396,88,219,12
Bangalore,Diesel,92000,Automatic,2,BMW,1775000,5,16,1949,178,372,9
Bangalore,Petrol,62139,Manual,1,Maruti,550000,5,20,998,67,90,7
Bangalore,Lpg,74000,Manual,1,Hyundai,365000,5,19,1086,68,99,12
Bangalore,Petrol,26500,Automatic,2,Renault,420000,5,24,999,67,91,9
Bangalore,Diesel,81716,Automatic,1,Volvo,1775000,5,27,1949,178,372,8
Bangalore,Diesel,24000,Automatic,2,Mercedes-Benz,1775000,5,17,1949,178,372,7
Bangalore,Petrol,10000,Automatic,1,Mahindra,1050000,5,17,1197,108,200,3
Bangalore,Petrol,18000,Automatic,1,MG,1775000,6,16,1451,141,250,4
Bangalore,Petrol,38197,Manual,1,Honda,394000,5,19,1198,86,109,12
Bangalore,Petrol,23000,Automatic,2,Maruti,725000,5,19,1197,81,113,8
Bangalore,Petrol,50000,Manual,1,Maruti,240000,5,20,998,67,90,12
Bangalore,Petrol,10000,Automatic,1,Renault,835000,5,19,999,71,96,3
Bangalore,Petrol,19000,Manual,1,Hyundai,695000,5,18,1197,81,113,6
Bangalore,Petrol,14000,Automatic,1,Kia,1725000,5,16,1353,138,242,5
Bangalore,Petrol,29268,Manual,1,Hyundai,330000,5,21,814,55,74,11
Bangalore,Petrol,20000,Automatic,1,Volkswagen,990000,5,18,1197,103,175,6
Bangalore,Petrol,30000,Manual,1,Toyota,750000,5,17,1496,105,140,7
Bangalore,Petrol,64374,Automatic,1,Honda,755000,5,19,1199,88,110,7
Bangalore,Diesel,30000,Manual,1,MG,1750000,5,17,1949,167,350,4
Bangalore,Petrol,7100,Automatic,1,Hyundai,1775000,6,14,1949,156,191,3
Bangalore,Petrol,43679,Manual,1,Hyundai,271000,5,19,1086,68,99,15
Bangalore,Petrol,40000,Automatic,1,Hyundai,1280000,5,14,1591,121,151,7
Bangalore,Diesel,40562,Manual,1,Hyundai,436000,5,22,1396,88,219,13
Bangalore,Petrol,26500,Automatic,2,Hyundai,1675000,5,19,1397,138,242,4
Bangalore,Petrol,20000,Automatic,1,Hyundai,1250000,5,18,998,118,171,6
Bangalore,Diesel,58600,Automatic,1,Mahindra,1350000,7,16,1949,140,330,9
Bangalore,Petrol,42050,Automatic,1,Volkswagen,1775000,5,18,1498,147,250,5
Bangalore,Petrol,65017,Automatic,1,Maruti,475000,5,23,998,67,90,10
Bangalore,Diesel,80000,Automatic,2,BMW,600000,5,13,1949,170,34,17
Bangalore,Petrol,30000,Automatic,1,Jeep,1775000,5,14,1368,160,250,4
Bangalore,Petrol,20000,Automatic,1,Kia,1625000,5,16,1353,138,242,5
Bangalore,Diesel,36349,Automatic,1,Skoda,1650000,5,17,1949,138,320,11
Bangalore,Petrol,80000,Manual,3,Hyundai,249000,5,20,1197,78,111,16
Bangalore,Petrol,83394,Manual,2,Renault,630000,5,13,1598,102,145,11
Bangalore,Diesel,30000,Automatic,2,Audi,1775000,5,14,1949,174,372,9
Bangalore,Petrol,52204,Manual,1,Maruti,385000,5,24,998,65,89,8
Bangalore,Petrol,110000,Manual,3,Hyundai,300000,5,17,1197,80,11,13
Bangalore,Diesel,89000,Automatic,1,Ford,1775000,7,11,1949,178,372,8
Bangalore,Petrol,29813,Manual,2,Maruti,276000,5,22,796,47,69,11
Bangalore,Petrol,30000,Manual,1,Ford,500000,5,18,1196,86,112,7
Bangalore,Petrol,13345,Automatic,1,Maruti,730000,5,20,1197,81,113,5
Bangalore,Diesel,17100,Automatic,1,Hyundai,1775000,7,18,1498,113,250,3
Bangalore,Petrol,75000,Manual,1,Hyundai,399000,5,18,1197,82,114,11
Bangalore,Petrol,75523,Manual,2,Hyundai,312000,5,20,1197,78,111,14
Bangalore,Diesel,47000,Manual,1,Mahindra,1275000,7,16,1949,140,330,10
Bangalore,Diesel,36500,Manual,1,Tata,1775000,5,16,1949,167,350,3
Bangalore,Petrol,28253,Manual,1,Renault,719000,7,20,999,71,96,5
Bangalore,Diesel,50000,Manual,1,Hyundai,1260000,5,19,1582,126,259,9
Bangalore,Petrol,90000,Manual,2,Hyundai,300000,5,20,1197,78,111,15
Bangalore,Diesel,70000,Automatic,2,BMW,1775000,5,15,1949,178,372,9
Bangalore,Petrol,52571,Manual,1,Hyundai,627000,5,18,1197,81,114,9
Bangalore,Diesel,70000,Automatic,2,BMW,1300000,5,16,1949,178,372,15
Bangalore,Petrol,61993,Manual,1,Honda,672000,5,17,1497,117,145,10
Bangalore,Diesel,57000,Automatic,1,Hyundai,1775000,5,16,1949,178,372,8
Bangalore,Diesel,80000,Manual,2,Toyota,1775000,7,14,1949,174,372,4
Bangalore,Petrol,36359,Manual,1,Hyundai,440000,5,18,1197,82,113,12
Bangalore,Diesel,70000,Manual,2,Tata,1460000,5,17,1949,138,350,6
Bangalore,Petrol,7500,Automatic,1,MG,1775000,5,19,1451,141,250,3
Bangalore,Petrol,30301,Automatic,1,Hyundai,1033000,5,17,1591,121,151,8
Bangalore,Petrol,66000,Manual,1,Hyundai,275000,5,20,1197,78,111,15
Bangalore,Petrol,56010,Manual,1,Hyundai,676000,5,18,1197,81,114,8
Bangalore,Diesel,47000,Automatic,1,Mercedes-Benz,1775000,5,17,1949,170,372,8
Bangalore,Diesel,60000,Manual,2,Nissan,650000,5,19,1461,108,248,11
Bangalore,Diesel,83829,Manual,1,Maruti,444000,5,25,1248,74,190,11
Bangalore,Petrol,10000,Automatic,1,Renault,509999,5,22,999,67,91,5
Bangalore,Diesel,35000,Automatic,2,Renault,925000,5,19,1461,108,245,9
Bangalore,Petrol,51116,Automatic,2,Honda,1024000,5,18,1497,117,145,6
Bangalore,Diesel,80000,Manual,3,Skoda,500000,5,21,1498,103,250,9
Bangalore,Petrol,40000,Automatic,2,Volkswagen,994999,5,17,1197,103,175,8
Bangalore,Petrol,85565,Automatic,2,Honda,935000,5,11,1949,158,218,13
Bangalore,Petrol,36916,Manual,1,Ford,834000,5,17,1497,121,150,7
Bangalore,Diesel,90000,Manual,1,Volkswagen,560000,5,20,1498,88,230,10
Bangalore,Petrol,112795,Manual,1,Maruti,454000,5,22,1197,88,113,13
Bangalore,Petrol,11000,Automatic,1,Mercedes-Benz,1775000,5,19,1332,160,250,4
Bangalore,Petrol,120000,Manual,2,Toyota,1100000,7,11,1949,130,181,11
Bangalore,Petrol,36685,Manual,2,Honda,462000,5,19,1198,86,109,9
Bangalore,Diesel,120000,Automatic,2,Hyundai,900000,7,11,1949,178,372,13
Bangalore,Petrol,4000,Automatic,1,BMW,1775000,4,13,1949,178,372,3
Bangalore,Petrol,32184,Automatic,2,Maruti,843000,5,21,1197,83,115,6
Bangalore,Petrol,32279,Manual,1,Maruti,799000,5,21,998,100,150,7
Bangalore,Petrol,59698,Manual,1,Hyundai,576000,5,18,1197,81,114,10
Bangalore,Diesel,46071,Manual,1,Renault,949000,5,20,1461,108,240,7
Bangalore,Diesel,90000,Manual,1,Maruti,795000,5,24,1248,88,200,8
Bangalore,Petrol,9554,Manual,1,Hyundai,1085000,5,18,998,118,171,6
Bangalore,Petrol,14000,Automatic,1,Jeep,1775000,5,14,1368,160,250,3
Bangalore,Diesel,74499,Manual,2,Renault,516000,5,20,1461,83,200,12
Bangalore,Petrol,56211,Automatic,2,Ford,777000,5,14,1497,121,150,8
Bangalore,Petrol,9001,Manual,1,Honda,753000,5,18,1199,88,110,6
Bangalore,Diesel,65457,Automatic,2,Mahindra,1226000,7,16,1949,140,320,8
Bangalore,Petrol,23682,Manual,1,Honda,725000,5,18,1199,88,110,8
Bangalore,Diesel,50000,Manual,1,Hyundai,1150000,5,22,1582,126,259,5
Bangalore,Diesel,134557,Manual,2,Maruti,629000,5,25,1248,74,190,10
Bangalore,Petrol,96567,Manual,2,Maruti,447000,5,22,1197,88,113,12
Bangalore,Diesel,83007,Manual,2,Maruti,786000,7,20,1248,88,200,11
Bangalore,Petrol,34000,Manual,1,Honda,745000,5,18,1199,88,110,7
Bangalore,Petrol,81634,Automatic,1,Hyundai,490000,5,18,1197,82,114,11
Bangalore,Petrol,57284,Automatic,2,Honda,942000,5,18,1497,117,145,8
Bangalore,Petrol,70000,Automatic,2,Ford,675000,5,15,1499,110,140,9
Bangalore,Petrol,70000,Manual,2,Honda,330000,5,19,1198,86,109,12
Bangalore,Petrol,46429,Automatic,2,Toyota,875000,5,17,1496,105,140,7
Bangalore,Petrol,17624,Manual,1,Maruti,869000,5,21,1197,83,115,8
Bangalore,Diesel,100000,Manual,2,Volkswagen,425000,5,20,1598,103,250,13
Bangalore,Petrol,30000,Manual,1,Honda,1070000,5,17,1497,117,145,6
Bangalore,Petrol,49690,Manual,2,Ford,1025000,5,15,1496,120,149,7
Bangalore,Diesel,110000,Manual,1,Mahindra,1000000,7,16,1949,140,330,9
Bangalore,Petrol,50000,Manual,1,Fiat,375000,5,16,1368,90,115,16
Bangalore,Petrol,55702,Automatic,1,Ford,844000,5,14,1497,121,150,7
Bangalore,Diesel,45046,Manual,1,Hyundai,764000,5,21,1396,88,220,9
Bangalore,Petrol,53000,Manual,2,Maruti,420000,5,18,1197,85,114,11
Bangalore,Diesel,94695,Manual,1,Maruti,684000,5,27,1248,74,190,9
Bangalore,Petrol,22162,Manual,1,Maruti,802999,5,21,1197,83,115,6
Bangalore,Petrol,70000,Manual,2,Hyundai,320000,5,17,1086,62,96,15
Bangalore,Diesel,115331,Manual,1,Honda,803999,5,26,1498,98,200,8
Bangalore,Diesel,70000,Automatic,2,Mercedes-Benz,1400000,5,11,1949,170,372,12
Bangalore,Petrol,42233,Manual,2,Maruti,548000,5,22,1197,88,113,9
Bangalore,Petrol,20941,Manual,1,Hyundai,619000,5,18,1197,81,113,6
Bangalore,Diesel,50000,Manual,2,Maruti,1000000,5,24,1248,88,200,7
Bangalore,Petrol,46602,Manual,1,Honda,865000,5,17,1199,88,110,7
Bangalore,Diesel,50000,Automatic,2,Mahindra Ssangyong,1000000,7,11,1949,178,372,11
Bangalore,Diesel,104000,Manual,2,Maruti,535000,5,25,1248,74,190,11
Bangalore,Diesel,90000,Manual,1,Ford,975000,5,23,1498,98,205,7
Bangalore,Petrol,50035,Manual,1,Maruti,699000,5,21,1197,83,115,8
Bangalore,Petrol,80000,Manual,1,Tata,1150000,5,17,1199,118,170,4
Bangalore,Petrol,90000,Manual,2,Hyundai,625000,5,18,1197,81,114,10
Bangalore,Diesel,90000,Automatic,4,Mercedes-Benz,1000000,5,14,1949,178,372,14
Bangalore,Diesel,120000,Manual,1,Toyota,600000,5,21,1364,87,205,14
Bangalore,Petrol,25170,Manual,1,Maruti,675000,5,22,1197,88,113,10
Bangalore,Petrol,25022,Manual,1,Maruti,893000,5,20,1462,103,138,4
Bangalore,Diesel,100000,Manual,2,Maruti,420000,5,22,1248,74,190,13
Bangalore,Petrol,26367,Manual,1,Maruti,941000,5,20,1462,103,138,5
Bangalore,Petrol,76567,Automatic,2,Hyundai,630000,5,14,1797,147,177,10
Bangalore,Diesel,120000,Manual,2,Toyota,1275000,7,12,1949,100,200,12
Bangalore,Petrol,36459,Automatic,2,Hyundai,525000,5,18,1197,82,114,10
Bangalore,Diesel,93725,Manual,1,Maruti,750000,5,23,1248,88,200,9
Bangalore,Petrol,115599,Automatic,2,Maruti,632000,5,19,1373,91,130,9
Bangalore,Petrol,43469,Manual,1,Maruti,645000,5,22,1197,88,113,10
Bangalore,Petrol,70000,Manual,4,Ford,500000,5,13,1299,70,10,20
Bangalore,Diesel,77000,Automatic,2,BMW,1775000,5,13,1949,178,372,6
Bangalore,Diesel,100000,Manual,1,Maruti,850000,5,24,1248,88,200,7
Bangalore,Petrol,72000,Manual,1,Mitsubishi,299000,5,14,1949,115,17,17
Bangalore,Diesel,77000,Automatic,1,Jaguar,1775000,5,16,1949,178,372,12
Bangalore,Diesel,87101,Automatic,1,Audi,1775000,7,12,1949,178,372,12
Bangalore,Petrol,40771,Manual,2,Volkswagen,999000,5,18,999,108,175,4
Bangalore,Petrol,28000,Manual,1,Honda,825000,5,18,1199,88,110,7
Bangalore,Petrol,40000,Manual,3,Maruti,250000,5,18,1061,67,84,17
Bangalore,Petrol,26000,Automatic,1,Hyundai,1295000,5,18,998,118,172,5
Bangalore,Petrol,76032,Manual,1,Maruti,329000,5,18,998,67,90,13
Bangalore,Petrol,113780,Manual,1,Maruti,666000,5,21,1462,103,138,7
Bangalore,Diesel,24000,Automatic,1,Audi,1775000,5,20,1949,143,320,6
Bangalore,Diesel,65812,Manual,2,Hyundai,1026000,5,23,1493,98,240,5
Bangalore,Petrol,10000,Automatic,1,Skoda,1700000,5,17,999,113,178,3
Bangalore,Petrol,39959,Manual,1,Maruti,681000,5,21,1197,83,115,9
Bangalore,Petrol,10000,Automatic,1,Hyundai,1689999,7,14,1949,156,191,3
Bangalore,Petrol,65484,Manual,3,Maruti,318000,5,24,998,65,89,9
Bangalore,Petrol,49174,Manual,1,Maruti,688000,5,21,1197,83,115,8
Bangalore,Petrol,20000,Manual,1,Volkswagen,1300000,5,20,999,113,178,3
Bangalore,Petrol,50000,Manual,1,Hyundai,265000,5,20,1197,78,111,16
Bangalore,Petrol,40000,Automatic,2,Maruti,645000,5,22,1197,81,113,7
Bangalore,Petrol,30000,Automatic,1,Hyundai,1775000,7,14,1949,156,191,3
Bangalore,Petrol,50000,Automatic,3,BMW,900000,5,11,1949,178,25,18
Bangalore,Petrol,80000,Manual,1,Maruti,620000,5,21,1197,81,113,5
Bangalore,Petrol,20000,Manual,1,MG,1470000,5,15,1498,108,144,3
Bangalore,Cng,70000,Manual,1,Hyundai,220000,5,13,1495,93,124,15
Bangalore,Diesel,90000,Automatic,1,Audi,1475000,5,17,1949,174,372,11
Bangalore,Petrol,40000,Manual,1,Renault,415000,5,21,999,67,91,5
Bangalore,Petrol,63797,Manual,1,Honda,610000,5,18,1199,88,110,9
Bangalore,Petrol,60216,Manual,2,Hyundai,560000,5,18,1197,81,113,7
Bangalore,Petrol,10000,Automatic,2,Maruti,425000,5,23,998,67,90,10
Bangalore,Petrol,38153,Manual,1,Maruti,686000,5,21,1197,83,115,9
Bangalore,Petrol,76485,Manual,1,Maruti,517000,5,22,1197,88,113,10
Bangalore,Petrol,40000,Manual,2,Maruti,385000,5,20,998,67,90,10
Bangalore,Petrol,40623,Manual,1,Maruti,675000,5,21,1197,83,115,9
Bangalore,Diesel,18000,Automatic,2,Mercedes-Benz,1775000,5,19,1949,167,372,7
Bangalore,Petrol,88051,Manual,1,Maruti,499000,5,22,1197,88,113,11
Bangalore,Petrol,16522,Manual,1,Maruti,774000,5,22,1197,88,113,3
Bangalore,Diesel,70000,Manual,2,Jeep,1475000,5,16,1949,170,350,6
Bangalore,Petrol,80000,Manual,3,Maruti,240000,5,18,1061,67,84,17
Bangalore,Diesel,50000,Manual,1,Hyundai,1025000,5,23,1396,88,219,6
Bangalore,Petrol,10000,Manual,1,Tata,1400000,5,17,1199,118,170,2
Bangalore,Petrol,57000,Manual,2,Hyundai,285000,5,21,814,55,74,12
Bangalore,Petrol,10000,Manual,1,Maruti,780000,5,21,1197,83,115,6
Bangalore,Petrol,50000,Manual,2,Maruti,475000,5,18,1197,85,114,13
Bangalore,Diesel,120000,Manual,1,Mahindra,750000,5,20,1497,115,300,6
Bangalore,Petrol,35469,Manual,1,Hyundai,555000,5,18,1197,82,114,11
Bangalore,Petrol,40073,Manual,2,Honda,607000,5,18,1199,88,110,8
Bangalore,Petrol,65730,Manual,2,Hyundai,513999,5,18,1197,81,113,8
Bangalore,Petrol,120000,Manual,2,Maruti,250000,5,15,1590,94,130,20
Bangalore,Petrol,36184,Manual,2,Maruti,705000,5,21,1197,83,115,9
Bangalore,Petrol,69310,Manual,1,Maruti,653000,5,21,1197,83,115,9
Bangalore,Petrol,55643,Automatic,1,Honda,872000,5,18,1497,117,145,10
Bangalore,Petrol,62803,Automatic,2,Hyundai,564000,5,18,1197,81,113,8
Bangalore,Diesel,90000,Manual,2,Volkswagen,370000,5,22,1199,73,180,14
Bangalore,Petrol,68656,Manual,1,Maruti,550000,5,22,1197,88,113,10
Bangalore,Petrol,77501,Manual,3,Honda,517000,5,18,1199,88,110,9
Bangalore,Petrol,40000,Manual,1,Maruti,620000,5,20,1197,83,115,9
Bangalore,Petrol,48325,Automatic,1,Honda,750000,5,18,1497,117,145,11
Bangalore,Petrol,30000,Manual,1,Tata,1220000,5,17,1199,118,170,3
Bangalore,Diesel,100000,Automatic,2,Mercedes-Benz,1350000,5,14,1949,120,200,12
Bangalore,Petrol,69000,Manual,1,Maruti,575000,5,22,1197,81,113,10
Bangalore,Diesel,110000,Manual,1,Jeep,1250000,5,17,1949,170,350,7
Bangalore,Petrol,50000,Manual,2,Hyundai,868000,5,17,1591,121,154,9
Bangalore,Diesel,60000,Automatic,1,Kia,1775000,8,14,1949,178,372,5
Bangalore,Petrol,20000,Manual,1,Hyundai,980000,5,20,998,118,171,4
Bangalore,Petrol,14999,Automatic,1,Maruti,900000,5,22,1197,88,113,3
Bangalore,Petrol,90773,Manual,2,Honda,550000,5,18,1199,88,110,9
Bangalore,Diesel,90000,Manual,1,Skoda,450000,5,20,1598,103,250,13
Bangalore,Petrol,64917,Manual,2,Maruti,610000,5,20,1197,81,113,8
Bangalore,Petrol,70235,Manual,1,Honda,543000,5,18,1199,88,110,8
Bangalore,Petrol,30000,Manual,1,Hyundai,980000,5,20,998,118,171,4
Bangalore,Petrol,78782,Manual,1,Honda,535000,5,18,1199,88,110,9
Bangalore,Diesel,154806,Manual,2,Mahindra,850000,7,15,1949,140,330,11
Bangalore,Petrol,72136,Manual,2,Maruti,661000,5,20,1373,91,130,9
Bangalore,Petrol,52486,Manual,2,Maruti,505000,5,22,1197,88,113,10
Bangalore,Diesel,150000,Automatic,1,Skoda,450000,5,15,1896,106,25,18
Bangalore,Petrol,36887,Manual,1,Honda,865000,5,17,1199,88,110,8
Bangalore,Petrol,47962,Manual,1,Hyundai,999000,5,18,998,118,171,6
Bangalore,Diesel,135000,Manual,1,Nissan,595000,5,20,1461,83,200,11
Bangalore,Petrol,47398,Automatic,2,Skoda,1775000,5,14,1798,177,250,7
Bangalore,Petrol,50000,Manual,2,Fiat,400000,5,14,1368,112,207,13
Bangalore,Diesel,100000,Manual,1,Maruti,550000,5,19,1248,73,190,13
Bangalore,Diesel,55000,Automatic,1,BMW,1775000,5,14,1949,178,372,5
Bangalore,Diesel,110000,Automatic,2,BMW,1600000,5,16,1949,178,25,14
Bangalore,Petrol,90000,Automatic,3,Volkswagen,520000,5,17,1197,103,175,12
Bangalore,Petrol,116624,Manual,1,Maruti,616000,5,21,1197,83,115,9
Bangalore,Petrol,54561,Manual,2,Maruti,795000,5,21,1462,103,138,6
Bangalore,Petrol,65072,Manual,1,Honda,624000,5,18,1199,88,110,9
Bangalore,Petrol,133532,Manual,1,Hyundai,549000,5,18,1197,81,113,8
Bangalore,Diesel,120000,Manual,3,Toyota,760000,7,11,1949,100,200,15
Bangalore,Petrol,39886,Manual,1,Maruti,524000,5,22,1197,88,113,12
Bangalore,Diesel,80000,Manual,1,Mahindra,1650000,7,15,1949,152,360,6
Bangalore,Diesel,56976,Manual,2,Maruti,583000,5,25,1248,74,190,10
Bangalore,Petrol,68303,Manual,2,Volkswagen,1147000,5,17,999,108,175,5
Bangalore,Petrol,80000,Automatic,2,Mini,1750000,4,13,1598,178,240,12
Bangalore,Diesel,54000,Automatic,1,Skoda,825000,5,21,1498,108,250,9
Bangalore,Diesel,98500,Automatic,1,Land Rover,1775000,7,12,1949,178,372,9
Bangalore,Petrol,72348,Manual,1,Volkswagen,755000,5,16,1199,74,110,7
Bangalore,Petrol,70000,Manual,1,Hyundai,875000,5,13,1591,121,151,10
Bangalore,Petrol,62696,Manual,1,Volkswagen,855000,5,17,999,75,95,4
Bangalore,Diesel,154806,Automatic,3,Toyota,1775000,7,12,1949,168,360,11
Bangalore,Petrol,65000,Manual,1,Hyundai,525000,5,18,1197,82,114,9
Bangalore,Petrol,36000,Automatic,1,Hyundai,650000,5,18,1197,81,113,8
Bangalore,Diesel,154806,Manual,2,Toyota,950000,7,12,1949,102,20,14
Bangalore,Petrol,71905,Automatic,1,Honda,846000,5,18,1497,117,145,7
Bangalore,Petrol,69748,Manual,2,Maruti,424000,5,22,1197,88,113,12
Bangalore,Petrol,44000,Manual,1,Maruti,210000,5,19,796,46,62,17
Bangalore,Petrol,17875,Manual,2,Toyota,959000,5,17,1496,105,140,4
